Collection Title,"Somali Songs, 1955-1991: The Maryan “Aryette” Omar Ali Collection"
Collection Dates,Creation: 1955 - 1991
Collection Identifier,AWM Spec Coll 103
EAD ID,mus00044

Database Number,Component Title,Component Date,Start Year,End Year,Component identifier,Container info,Component type,Component creator,Digital content link,Access Note,Physical description,Level 1,Level 2
mus00044c01174,Side B. Track 1: Huburow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01175,Side B. Track 2: Warkaa ma diidaayo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01176,Side B. Track 3: Xaakaba ,"",1972,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01177,Side B. Track 4: Kookoyaado,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01178,Side B. Track 5: Halloow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Xasan Aadan Samatar (Hasan Aden Samatar), Axmadey Abubakar (Ahmedei Abubakr), Faadumo Qaasim (Fadumo Kasim), Faarax Sidoow (Farah Sidow), Sitay Manoogto, Shooli", 
mus00044c01179,Songs by Aamina Cali Jiisoow (Amina Ali Jiso),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12336",item,,"","","",Audiocassettes, , 
mus00044c01180,Side A. Track 1: Waa Hubaal ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01181,Side A. Track 2: Caashaqu sal iyo baar,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01182,Side A. Track 3: Carcaraafayeey  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01183,Side B. Track 1: Mashxarad  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01184,Side B. Track 2: Ummuliso ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01185,Side B. Track 3: Cakuyeey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01186,Side B. Track 4: Goormaan Helayaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Aamina Cali Jiisoow (Amina Ali Jiso), 
mus00044c01187,Songs from the play Shabeelnaagood,"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12337",item,,"","","",Audiocassettes, , 
mus00044c01188,Side A. Track 1: Dab Dhaxmooday ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01189,Side A. Track 2: Adaa Garan Waxay Gubee (or: Garwaaqso),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01190,Side A. Track 3: Sida Dhig iyo Udubkeed ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01191,Side A. Track 4: Haweeyaay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01192,Side A. Track 5: Jawhar iyo Luul [only half],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01193,"Side B. Track 1: Alla, Alla Nimanku ","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01194,Side B. Track 2: Beri Hore Waxaa Jiray ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01195,Side B. Track 3: Ruuneey Haweenku ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01196,Side B. Track 4: Dab Dhaxmooday [Repeated from side A],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from the play Shabeelnaagood, 
mus00044c01197,Heeso xul ah (Selection of songs),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12338",item,,"","","",Audiocassettes, , 
mus00044c01198,Side A. Track 1: Soo Hor Caahaqa (or: Ragga iyo Haweenkuba),"",1974,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01199,Side A. Track 2: Waa Duulisteennii ,"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01200,Side A. Track 3: Ha Liicin Ha Libdhin  ,"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01201,Side B. Track 1: Dhoof Dhoof ,"",1974,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01202,Side B. Track 2: Shaan-Shaan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01203,Side B. Track 3: Sidaa Ma Isku Qabnaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01204,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)","",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12339",item,,"","","",Audiocassettes, , 
mus00044c01205,Side A. Track 1: Hoonbaro ,"",1967,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01206,Side A. Track 2: Rako,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01207,Side A. Track 3: Sabab Kale,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01208,Side A. Track 4: Laaleey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01209,Side B. Track 1: Muhasho,"",1970-06-20,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01210,Side B. Track 2: Ma Huraan (or: Mahuuran) ,"",1968,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01211,Side B. Track 3: Hubsad ,"",1965-12-19,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Songs by Hibo Maxamad (Hibo Mohamed), Bashiir Xaddi (Bashir Haddi)", 
mus00044c01212,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12340",item,,"","","",Audiocassettes, , 
mus00044c01213,Side A. Track 1: Dab Dhaxmooday ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01214,Side A. Track 2: Xubin na siiya ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01215,Side A. Track 3: Geeraar Calaacal Ah,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01216,Side A. Track 4: Adaa Garan Waxay Gubee (or: Garwaaqso),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01217,Side B. Track 1: Lahasho or Laqanyada jacaylkiyo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01218,Side B. Track 2: Baraarug,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01219,Side B. Track 3: Faalkii caashaqa (or: Fikir),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamad (Hibo Mohamed) and Cabdi Muxumad (Abdi Muhumed) Xareedo Ismaaciil Duniya (Haredo Ismail Dunia), 
mus00044c01220,Heeso Xul ah (Selection of songs),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12341",item,,"","","",Audiocassettes, , 
mus00044c01221,Side A. Track 1: Hayee hayee halbowlahaygaay (or: Hoobaalla Hoobaallayoow) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01222,Side A. Track 2: Googgaa Waa Hadal ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01223,Side A. Track 3: Rucubka naasaha (or: Mid Kuu Roon Rabbaa Og) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01224,"Side A. Track 4: Jaw, Nabadgalyo (or: Ciao, nabadgalyo) ","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01225,Side B. Track 1: Hooyo la’aanta (or: Hooyo) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01226,Side B. Track 2: Ma Jin Baa Ma Jaan Baa  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01227,Side B. Track 3: Soo Haabo Hobo oo Kac ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso Xul ah (Selection of songs), 
mus00044c01228,Heeso xul ah (Selection of songs),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12342",item,,"","","",Audiocassettes, , 
mus00044c01229,Side A. Track 1: Weli Daad Ma Kula Tagay  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01230,Side A. Track 2: Baxnaanoo  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01231,Side A. Track 3: Haygu Daalinee Samiree ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01232,Side A. Track 4: Guurkii runta ahaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01233,Side B. Track 1: Ima Baranee Ha i Nicin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01234,Side B. Track 2: Hadmaad Gacaliye Soo Noqon ,"",1975-04-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01235,Side B. Track 3: Dun Jacayl (or: Waa Degel Adduunyadu),"",1977-02-28,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01236,Side B. Track 4: Gudgudo Roob (or: Godobtayda la carroow),"",1981,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (Selection of songs), 
mus00044c01237,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12343",item,,"","","",Audiocassettes, , 
mus00044c01238,Side A. Track 1: Skushuban,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01239,Side A. Track 2: Shacni Iyo Wanaag  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01240,Side A. Track 3: Qaraami ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01241,Side A. Track 4: Qadar music ah (a bit of music),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01242,Side B. Track 1: Ha i Gabinee ha i goynee ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01243,Side B. Track 2: Subcis or Subcis Faisal ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01244,Side B. Track 3: Ha igu daynina,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01245,Side B. Track 4: Ya naasiina,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Cali Dararamle (Ahmed Ali Daramle), 
mus00044c01246,Waa madays adduunyadu,"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12344",item,,"","","",Audiocassettes, , 
mus00044c01247,Side A. Track 1: Songs from the play Waa Madays Adduunyadu,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01248,Side A. Track 2: Hiddiyo hiddi (or: Diiyoo hiddii),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01249,Side A. Track 3: Allow Yaa Timo Ku Siiya ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01250,Side A. Track 4: Ciyoowgii Habeen ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01251,Side A. Track 5: Addunyadan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01252,Side B. Track 1: Hadduu Beerku Qaybsamo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01253,Side B. Track 2: Xero Dayo Xalaaleey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01254,Side B. Track 3: Hiddiyo hiddi (or: Diiyoo hiddii) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01255,Side B. Track 4: Badanaa Adduunyadu ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa madays adduunyadu, 
mus00044c01256,Heeso xul ah (A selection of songs),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12345",item,,"","","",Audiocassettes, , 
mus00044c01257,Side A. Track 1: Naagtii Walaalkaa (or: Naagtii shalay),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01258,Side A. Track 2: Gudcur aan Caddo ba Jirin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01259,Side A. Track 3: Axmad Guray  ,"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01260,Side A. Track 4: Waa layaab jacaylku (or: Lahashadaydiyo)  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01261,Side B. Track 1: Adun baa Gabaddyahay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01262,Side B. Track 2: Sharac Alleh,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01263,Side B. Track 3: Waa lama illaawaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01264,Side B. Track 4: Intaad waab i saartaba,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heeso xul ah (A selection of songs), 
mus00044c01265,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12346",item,,"","","",Audiocassettes, , 
mus00044c01266,Side A. Track 1: Waa La I Heloo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01267,Side A. Track 2: Xaggeen Talo Kaga Hagaagaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01268,Side A. Track 3: Calaf Lama Dago ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01269,Side A. Track 4: Naas-naasiyo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01270,Side B. Track 1: Qalbi Gudhan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01271,Side B. Track 2: Caashaqu Habeen Ma Leh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01272,Side B. Track 3: Meel Quruurux Badan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Khadra Daahir (Khadra dahir) and Cabdulqaadir Juba (Abdulkadir Juba), 
mus00044c01273,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12347",item,,"","","",Audiocassettes, , 
mus00044c01274,Side A. Track 1: Kaftan (or: Waa I kan ee ku aaway),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01275,Side A. Track 2: Fanka Loolka Caashaqa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01276,Side A. Track 3: Kow iyo Kun Habeen ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01277,Side A. Track 4: Naxariista ha i mirin (or: Lebi yahow),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01278,Side B. Track 1: Muhasho (or: Inuu muruggadda iga meershoo),"",1970-06-20,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01279,Side B. Track 2: Had iyo Goor (or: Hiyiga kaan ku hayey) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01280,Side B. Track 3: Umul Garasho Dheeree  (or: Gudcurkaan habeensaday) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01281,Side B. Track 4: Naf jacayl haleeley,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Hibo Maxamed Huddoon (Hibo Mohamed Huddoon), 
mus00044c01282,Untitled: Cassette 150,"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12348",item,,"","","",Audiocassettes, , 
mus00044c01283,Side A. Track 1: Dadnimadda Aqoonso ,"",1975-07-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01284,Side A. Track 2: Ka Bul dheh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01285,Side A. Track 3: Kalgayl Illayn Igama Suuree (or: Naftaydaan samir),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01286,Side B. Track 1: Naagtii Walaalkaa (or: Naagtii shalay) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01287,Side B. Track 2: Daawada Caashaqa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01288,Side B. Track 3: Allahayoow Dal Ma Aqaan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01289,Side B. Track 4: Jacayl Biri Ma Goyso ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 150, 
mus00044c01290,Songs by Maryan Mursal,"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12349",item,,"","","",Audiocassettes, , 
mus00044c01291,Side A. Track 1: Ladi waayey (or: Liqi waayey),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01292,Side A. Track 2: Kuu imi Ina abtow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01293,Side A. Track 3: Kaaf iyo Kala-dheeri ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01294,Side A. Track 4: Saddex Cadaw Ayaa Jiray (or: Caashaqa ha lagu daro),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01295,Side B. Track 1: Baxnaano,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01296,Side B. Track 2: Waa Aqoon Jacayloo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01297,Side B. Track 3: Adaa Garan Waxay Gubee (or: Garwaaqso),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01298,Side B. Track 4: Indho Caashaq ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Maryan Mursal, 
mus00044c01299,Songs by Axmed Naaji Sacad (Ahmed Naji Saad),"",1955,1991,AWM Spec Coll 103,"Box 2, audiocassette: AWM SC 12350",item,,"","","",Audiocassettes, , 
mus00044c01300,Side A. Track 1: Gabdhahaan Gacalkooda ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Naaji Sacad (Ahmed Naji Saad), 
mus00044c01301,Side A. Track 2: Waa La Guursadee (or: Garan waayee) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Naaji Sacad (Ahmed Naji Saad), 
mus00044c01302,Side A. Track 3: Waan Guurayeey (or: Gaabo guurkaaga) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Naaji Sacad (Ahmed Naji Saad), 
mus00044c01303,Side B. Track 1: Dal iyo Duunyo (or: Meel daawo leh),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Naaji Sacad (Ahmed Naji Saad), 
mus00044c01304,Side B. Track 2: Ani ku jeelaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs by Axmed Naaji Sacad (Ahmed Naji Saad), 
